TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_01;Tras analizar los datos recuperados entre las ruinas de la base rebelde de Jabiim, lord Vader por fin encuentra el dato que estaba buscando: ¡un moff imperial llamado Kalast es el que transmite información confidencial a los rebeldes! Este moff traidor tiene propiedades en Atzerri. Hay que encontrarlo de inmediato e interrogarlo antes de que lo ejecutemos por traidor.  
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_02;Misión: forma una flota, localiza al moff Kalast y derrótalo.  
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_03;El Emperador Palpatine ha interrogado al moff Kalast. La información de Kalast acabó en la Red Espía bothan, y luego pasó a los rebeldes. El Emperador no está satisfecho...  
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_16;Misión: forma una flota. Llévala a Atzerri para enfrentarte al traidor moff Kalast.  
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_17;Consejo: necesitarás el generador de pozo gravitatorio del crucero Interdictor para evitar que Kalast huya. Te proporcionarán uno en Coruscant.
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_22;El moff traidor: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_23;Mata al séquito del moff Kalast.
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_24;Derrota al traidor moff Kalast.  
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_25;Aviso: el moff Kalast ha llegado a la órbita de %s. Parece que está preparándose para otro salto hiperespacial.
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_00;Encuentro con el Emperador
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_01;El Emperador Palpatine cree que la Red Espía bothan es responsable de filtrar información imperial al traidor moff Kalast y de ayudar a la Rebelión. Por lo tanto, ha decidido encargarse de la situación personalmente.  
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_02;Misión: escolta al Emperador a Bothawui y muéstrale a los bothan que han actuado mal.  
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_03;Con su estilo inimitable, el Emperador ha demostrado su desagrado por los lazos entre los bothan y la Alianza. Parece que ahora están mucho más dispuestos a informar sobre los movimientos rebeldes.  
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_15;Misión: el Emperador Palpatine tiene que sobrevivir.  
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_16;Encuentro con el Emperador: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_17;Recompensa: nuevo héroe (Emperador Palpatine).
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_18;Su excelencia el Emperador Palpatine tiene que sobrevivir.  
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_19;Extermina a la chusma bothan y destruye sus estructuras.  
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_20;Consejo: usa las aptitudes Corromper con la Fuerza y Rayo de Fuerza del Emperador Palpatine para controlar o destruir al enemigo.
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_00;La fortaleza rebelde
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_01;La potencia de fuego usada en el asalto rebelde a Carida hace que Veers crea que los rebeldes tienen una base cerca. El único origen probable es el planeta Jabiim. Si se localiza cualquier presencia rebelde, habrá que dar un escarmiento al planeta.  
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_02;Misión: toma el control de Jabiim.  
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_03;Las fuerzas rebeldes de Jabiim ya no existen, y la dirección rebelde no ha conseguido proteger las transmisiones que revelan la identidad de su contacto imperial. Con este dato en manos del Imperio, es cuestión de tiempo que Darth Vader acabe con su escurridizo objetivo.  
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_21;La fortaleza rebelde: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_22;Recompensa: nuevas unidades (AT-AT).
TEXT_STORY_EMPIRE_ACT04_MISSION_10_100;Activa y protege tus Interdictor.
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_00;La destrucción de Alderaan
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_01;Es necesario hacer una demostración adecuada del poderío de la Estrella de la Muerte. Sin quererlo, la princesa Leia ha elegido el objetivo: Alderaan, su planeta natal.  
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_02;Misión: forma una flota y escolta a la Estrella de la Muerte a Alderaan.  
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_03;Alderaan no es más que un recuerdo y hemos apresado un carguero errabundo. Es cuestión de tiempo que averigüemos la posición de la base rebelde y que acabemos con la Rebelión.  
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_06;Misión: mantén operativa tu flota el tiempo suficiente para que la Estrella de la Muerte dispare.  
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_16;Misión: dispara la Estrella de la Muerte.  
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_20;La destrucción de Alderaan: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT04_MISSION_ELEVEN_21;Destruye Alderaan. Dispara la Estrella de la Muerte en cuanto esté a tiro.
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_00;La captura de la princesa
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_01;Con la esperanza de salvar a su planeta natal de un destino similar al de Bothawui, un asustado desertor rebelde ha rebelado que un agente de la Alianza buscaba los planos de la Estrella de la Muerte. Por descarte, el Imperio cree que la princesa es la única que ha podido recibir esta transmisión. Se ha enviado una pequeña flota a Tatooine para interceptarla, pero ha sufrido el ataque de fuerzas piratas ocultas. Darth Vader tiene que eliminar a los piratas antes de que la princesa llegue al sistema para que no huya.
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_02;Misión: forma una flota y escolta a Darth Vader para interceptar y capturar a la princesa Leia en Tatooine. Tendrás que usar el rayo tractor de un destructor estelar para atraparla.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_03;Lord Vader ha capturado a la princesa y va a entregarla al gran moff Tarkin a bordo de la finalizada Estrella de la Muerte. Tras la correspondiente ronda de interrogatorios, Leia revelará la posición de la base rebelde y eso será el fin de la Rebelión.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_42;Salva al menos un Interdictor.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_43;Erradica a todas las alimañas piratas y destruye su estación espacial.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_44;Esconde la flota en las nebulosas.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_45;Espera a que la princesa reciba la transmisión de datos.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_46;Captura a la princesa con un rayo tractor de un destructor estelar.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_47;La captura de la princesa: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT04_MISSION_TEN_48;Recompensa: nueva unidad (Estrella de la Muerte).
TEXT_STORY_EMPIRE_ACT04_MISSION_TWELVE_00;Acaba con la Rebelión.
TEXT_STORY_EMPIRE_ACT04_MISSION_TWELVE_01;Como la Estrella de la Muerte está operativa y se ha probado sobre el planeta Alderaan, las fuerzas rebeldes han decidido atacar a la desesperada al Imperio antes de que haya más sistemas que sufran la misma suerte. El espionaje imperial ha identificado cinco posibles posiciones de su base. La eliminación de estos planetas acabará con la Rebelión.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TWELVE_02;Misión: apodérate de Alzoc III, Polus, Shola, Hoth y Yavin. Usa la Estrella de la Muerte para eliminar la resistencia terrestre.  
TEXT_STORY_EMPIRE_ACT04_MISSION_TWELVE_23;Misión: destruye Yavin con la Estrella de la Muerte.  
TEXT_STORY_EMPIRE_TECH_ADVANCE;Ha avanzado tu nivel tecnológico: dispones de nuevas opciones de producción.
TEXT_STORY_GOALS;Objetivos activos de la historia
TEXT_STORY_HINT;Consejo: este menú recuerda los objetivos de la misión.
TEXT_STORY_PLACEHOLDER_00;PLACEHOLDER! Movie or speech goes here!
TEXT_STORY_REBEL_000007;Transmisión de Mon Mothma
TEXT_STORY_REBEL_ACT01_MISSION_ONE_00;Distracción en los astilleros
TEXT_STORY_REBEL_ACT01_MISSION_ONE_01;El plan rebelde de robar los prototipos de ala X y rescatar a los científicos desertores se ha frustrado a causa de un cambio de planes del Imperio. Una armada imperial bloquea el planeta Fresia y sirve como fuerza de seguridad en la próxima ceremonia de nacionalización de Incom.  
TEXT_STORY_REBEL_ACT01_MISSION_ONE_02;Misión: lleva una flota a Kuat y ataca los astilleros para crear una distracción.  
TEXT_STORY_REBEL_ACT01_MISSION_ONE_100;Consejo: usa Debilitar al enemigo del capitán Antilles para reducir la potencia de fuego de los grupos de naves enemigas.
TEXT_STORY_REBEL_ACT01_MISSION_ONE_101;Consejo: usa Amplificar la potencia del motor para huir rápidamente del enemigo.
TEXT_STORY_REBEL_ACT01_MISSION_ONE_102;Misión: destruye los seis astilleros imperiales.
TEXT_STORY_REBEL_ACT01_MISSION_ONE_103;Destruye los seis astilleros imperiales.
TEXT_STORY_REBEL_ACT01_MISSION_ONE_17;Misión: destruye tantos satélites y naves imperiales como puedas para llamar la atención del Tiranía.  
TEXT_STORY_REBEL_ACT01_MISSION_ONE_30;El Corazón Hendido tiene que resistir.  
TEXT_STORY_REBEL_ACT01_MISSION_ONE_31;Destruye las propiedades imperiales que sean necesarias para que pidan ayuda al destructor estelar Tiranía.  
TEXT_STORY_REBEL_ACT01_MISSION_ONE_32;El Corazón Hendido ha sido destruido.  
TEXT_STORY_REBEL_ACT01_MISSION_ONE_33;¡Destruye más naves imperiales!
TEXT_STORY_REBEL_ACT01_MISSION_ONE_34;¡Destruye más naves imperiales aún!
TEXT_STORY_REBEL_ACT01_MISSION_ONE_35;Vuelve al punto de entrada para huir.
TEXT_STORY_REBEL_ACT01_MISSION_THREE_00;El robo de los ala X
TEXT_STORY_REBEL_ACT01_MISSION_THREE_01;Una vez eliminados todos los obstáculos del espacio, puede empezar el asalto final sobre Fresia. El objetivo son los prototipos de los cazas ala X de Incom. La Alianza ha reunido a un grupo de pilotos que llevarán a los ala X hasta la base rebelde, y las fuerzas de desembarco tendrán que hacer que los pilotos lleguen hasta las naves.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_02;Misión: lleva una fuerza de asalto terrestre a Fresia y apodérate de los cazas ala X.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_09;Misión: protege a los pilotos y llévalos a los ala X.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_100;Destruye el generador de energía para desactivar las torres turboláser.
TEXT_STORY_REBEL_ACT01_MISSION_THREE_11;Consejo: ¡los pilotos no son unidades de combate! ¡Aléjalos del conflicto!
TEXT_STORY_REBEL_ACT01_MISSION_THREE_13;Consejo: selecciona la opción Refuerzos. A continuación, lleva las unidades de la ventana de refuerzos a una zona despejada alrededor del punto de refuerzos.
TEXT_STORY_REBEL_ACT01_MISSION_THREE_17;Misión: destruye todas las torretas antiaéreas para que los ala X puedan despegar.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_27;REWARD SYSTEM CUT
TEXT_STORY_REBEL_ACT01_MISSION_THREE_31;Tiene que sobrevivir un piloto como mínimo.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_32;Escolta a los pilotos hasta los ala X.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_33;Destruye todas las torretas antiaéreas.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_34;Misión: forma una fuerza de asalto terrestre y llévala a Fresia.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_36;REWARD SYSTEM CUT
TEXT_STORY_REBEL_ACT01_MISSION_THREE_37;Misión: lleva al capitán Antilles y a una flota a Kessel y libera a los prisioneros. Asegúrate de llevar suficientes ala Y.  
TEXT_STORY_REBEL_ACT01_MISSION_THREE_H1;Consejo: los vehículos ligeros no son rivales para las torres turboláser.
TEXT_STORY_REBEL_ACT01_MISSION_THREE_H2;Consejo: si destruyes el generador de energía enemigo, desactivarás todas las torres turboláser.
TEXT_STORY_REBEL_ACT01_MISSION_TWO_00;Interpretar la red
TEXT_STORY_REBEL_ACT01_MISSION_TWO_01;Una vez más, la Alianza no ha podido robar los cazas ala X a causa del despliegue de robots sensores alrededor de Fresia. La dependencia imperial de una conexión a la red relativamente desprotegida en Wayland puede ser la clave para superar los sensores sin ser detectados.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_02;Misión: lleva a R2-D2 con una fuerza de asalto terrestre a Wayland y haz que robe códigos de la red imperial.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_08;Misión: lleva los droides hasta la base de la conexión.   
TEXT_STORY_REBEL_ACT01_MISSION_TWO_10;Consejo: usa la aptitud A cubierto de los soldados rebeldes para sufrir menos daños.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_15;Consejo: destruye la torreta y luego pulsa en la plataforma de construcción para fabricar algo. Si te acercas a una plataforma de construcción que no está en disputa, la controlarás. No se pueden controlar las plataformas de construcción ocupadas.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_27;Misión: lleva a los droides a un punto de refuerzos controlado para su evacuación.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_32;REWARD SYSTEM CUT
TEXT_STORY_REBEL_ACT01_MISSION_TWO_33;Consejo: ya puedes construir explotaciones mineras en los planetas para aumentar la producción de créditos.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_34;Aviso: cuatro minutos hasta la finalización del robo.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_35;Aviso: dos minutos hasta la finalización del robo.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_36;Aviso: un minuto hasta la finalización del robo.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_42;Los droides tienen que sobrevivir.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_43;Escolta a R2 hasta la base de la conexión.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_44;Asegura un punto de refuerzos.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_45;Escolta a los droides hasta un punto de refuerzos aliado.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_46;Misión: forma una fuerza de asalto terrestre y luego escolta a R2-D2 y a C-3PO a la superficie de Wayland.  
TEXT_STORY_REBEL_ACT01_MISSION_TWO_47;Consejo: pulsa el botón de refuerzos y luego haz clic en el icono de una unidad y arrástralo hasta una zona despejada alrededor del punto de control.
TEXT_STORY_REBEL_ACT01_MISSION_TWO_48;Consejo: ¡usa la aptitud Controlar torreta de los droides para apoderarte de las torretas enemigas!
TEXT_STORY_REBEL_ACT02_MISSION_7_100;Misión: forma una flota y escolta al capitán Antilles a Atzerri.
TEXT_STORY_REBEL_ACT02_MISSION_7A_100;Misión: libera al Halcón Milenario antes de que llegue a la estación espacial.
TEXT_STORY_REBEL_ACT02_MISSION_7A_101;Advertencia: el Halcón Milenario casi ha llegado a la estación espacial.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_00;Robar a los ricos
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_01;Tras escuchar rumores de que el Imperio está trabajando en una superarma, la Alianza decide usar a sus héroes más insólitos, una pareja de droides, para interceptar las comunicaciones del Imperio y averiguar qué pretende.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_01A;Los droides, que viajan en solitario, tienen que eludir las defensas locales del sistema y aterrizar en el planeta, para luego conectarse a la red en el terminal más cercano. La presencia de droides en labores de mantenimiento no debería preocuparle al Imperio...
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_02;Misión: lleva a los droides en una acción de robo en un planeta imperial para robar tecnología.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_03;Excelente. Nuestros ingenieros desplegarán esta tecnología en los sistemas recién liberados. Si robáis en más sistemas, promoveréis nuestra causa.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_31;Consejo: usa este tiempo para ocuparte de tus sistemas.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_33;Consejo: los droides son los únicos que pueden realizar una acción de robo y tienen que estar solos. Para robar tecnología, arrastra a los droides hasta la posición de Robo de cualquier planeta imperial.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_SCREEN_01;Misión: roba otra tecnología al Imperio.
TEXT_STORY_REBEL_ACT02_MISSION_FIVE_SCREEN_02;Mon Mothma te da la enhorabuena y solicita otra tecnología en cuanto los droides vuelvan de su misión.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_00;Rescate en Kessel
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_01;Después del robo de los ala X de Fresia llevado a cabo por la Alianza, muchos científicos de Incom fueron encarcelados como medida de fuerza. Los reclusos se dirigen a Kessel en un convoy de lanzaderas imperiales. Tendrán que ir despacio para atravesar un campo de asteroides de la zona sin arriesgarse a dañar las naves de línea, y eso les hace vulnerables.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_02;Misión: usa la aptitud de los cañones iónicos de los cazas ala Y para inmovilizar las lanzaderas del convoy, y luego rescata a los prisioneros con el Corazón Hendido.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_03;Rescate en Kessel: ¡misión cumplida!
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_04;Hemos rescatado a los prisioneros, y uno de los científicos tiene los últimos datos de navegación del Imperio ocultos en una mano ortopédica. Estos datos nos permitirán acceder a muchos sistemas estelares de la región.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_05;DO NOT USE: GALACTIC REWARDS CUT: TEXT_STORY_REBEL_ACT02_MISSION_FOUR_05
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_06;No has conseguido rescatar todas las lanzaderas de Kessel. Vuelve a intentarlo.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_33;Misión: forma una flota y escolta a los droides a un planeta ocupado por el Imperio.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_34;Usa los ala Y para desactivar las seis lanzaderas y el Corazón Hendido para rescatar a todos los prisioneros.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_35;El Corazón Hendido tiene que resistir.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_36;Todas las lanzaderas de transporte tienen que resistir.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_701;Aviso: no cuentas con suficientes ala Y para inmovilizar las lanzaderas restantes.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_SCREEN_02;Consejo: usa el ataque iónico de los ala Y para desactivar las lanzaderas, y luego el Corazón Hendido para recoger a los prisioneros.
TEXT_STORY_REBEL_ACT02_MISSION_FOUR_SCREEN_03;DO NOT USE THIS LINE: T_STORY_REBEL_ACT02_MISSION_FOUR_SCREEN_03
TEXT_STORY_REBEL_ACT02_MISSION_SIX_00;Liberación imperial
TEXT_STORY_REBEL_ACT02_MISSION_SIX_00A;Misión: forma una fuerza de asalto rebelde y ayuda a liberar a los wookiees de Kashyyyk.
TEXT_STORY_REBEL_ACT02_MISSION_SIX_01;Las noticias del motín carcelario en Kashyyyk están preocupando al Imperio. Un granuja solitario se ha encargado de liberar a los prisioneros y de ayudar a combatir a los esclavistas imperiales.
TEXT_STORY_REBEL_ACT02_MISSION_SIX_01A;Aunque se desconocen los motivos de este cruzado independiente, los rebeldes no pueden pasar por alto su liberación de los wookiees. ¡No se pueden tolerar las injusticias imperiales!
TEXT_STORY_REBEL_ACT02_MISSION_SIX_02;Misión: envía una fuerza de asalto terrestre a Kashyyyk y ayuda a este cruzado para que libere a tantos wookiees como sea posible.
TEXT_STORY_REBEL_ACT02_MISSION_SIX_03;¡Buen trabajo! Los wookiees se han liberado de las garras del Imperio... por ahora.
TEXT_STORY_REBEL_ACT02_MISSION_SIX_04;Los wookiees siguen esclavizados. ¡Vuelve a Kashyyyk y libéralos!
